label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
3,0.6418910622596741,0.8717191815376282,0.6073610186576843,0.7792630195617676,0.6049028038978577,0.6734054088592529,0.6415966153144836,0.5871217846870422,0.6837834119796753,0.5356732606887817,0.5977164506912231,0.5888999700546265,0.5841801166534424,0.47140511870384216,0.5762413144111633,0.39783382415771484,0.5685753226280212,0.33752012252807617,0.6349321007728577,0.5895768404006958,0.6475550532341003,0.45563751459121704,0.6529937386512756,0.3768380284309387,0.6602451801300049,0.3154032230377197,0.6682880520820618,0.6214222311973572,0.6762869358062744,0.5543095469474792,0.6558525562286377,0.6074804067611694,0.6484045386314392,0.651769757270813,0.6937367916107178,0.6683087944984436,0.6847975254058838,0.6235588192939758,0.6672180891036987,0.6596616506576538,0.664117693901062,0.6939131617546082
3,0.6737725734710693,0.8532779216766357,0.6422297954559326,0.7594248652458191,0.6422625184059143,0.6517574191093445,0.6853808164596558,0.5735962986946106,0.7269606590270996,0.5271079540252686,0.6313645839691162,0.559199869632721,0.6228628754615784,0.4439704418182373,0.6191113591194153,0.37291544675827026,0.6124255061149597,0.31495463848114014,0.6693208813667297,0.5698566436767578,0.6836788058280945,0.44207048416137695,0.6905612945556641,0.3672005236148834,0.6959965825080872,0.30669736862182617,0.702564001083374,0.6127145290374756,0.7102159261703491,0.5630308985710144,0.6930813789367676,0.6200168132781982,0.6848192811012268,0.6567554473876953,0.7272070050239563,0.6717212200164795,0.727105438709259,0.6192070841789246,0.7089810967445374,0.6619210243225098,0.6995848417282104,0.6964370608329773
3,0.725957989692688,0.837515652179718,0.6966441869735718,0.7321719527244568,0.6974161863327026,0.6265208721160889,0.7437347173690796,0.5493232607841492,0.7851060628890991,0.5014522671699524,0.6849786043167114,0.5421481132507324,0.6734690070152283,0.43368807435035706,0.6693957448005676,0.36557313799858093,0.6628972887992859,0.3075486123561859,0.7225139141082764,0.5567212700843811,0.7393611073493958,0.4303615093231201,0.7492592334747314,0.3553946912288666,0.757381021976471,0.2951675355434418,0.7544819712638855,0.601372241973877,0.7671190500259399,0.554797887802124,0.748088538646698,0.6144705414772034,0.737225353717804,0.6517502069473267,0.7775897979736328,0.6600975394248962,0.7839546799659729,0.6079888343811035,0.7659755945205688,0.6525412201881409,0.7552230358123779,0.6862229108810425
3,0.7544628381729126,0.8271108269691467,0.724323570728302,0.7295156717300415,0.7259884476661682,0.6245021820068359,0.7739459276199341,0.5446344614028931,0.817686915397644,0.4978058636188507,0.720471203327179,0.5346140265464783,0.7122015357017517,0.4262358546257019,0.7096935510635376,0.3594321608543396,0.7060737013816833,0.30275559425354004,0.759970486164093,0.5467714667320251,0.7811923623085022,0.42529499530792236,0.7909144759178162,0.35343682765960693,0.7988401651382446,0.2972288429737091,0.7930501699447632,0.5919923186302185,0.8049364686012268,0.5362720489501953,0.7841253280639648,0.5916997194290161,0.7728061079978943,0.6315913796424866,0.8176107406616211,0.653913140296936,0.8220515251159668,0.5932821035385132,0.8010672926902771,0.6358318328857422,0.7880121469497681,0.6754552125930786
3,0.7593407034873962,0.8255170583724976,0.7310267090797424,0.7293473482131958,0.7338465452194214,0.6222005486488342,0.7824062705039978,0.5459484457969666,0.8251515626907349,0.5024310946464539,0.7288124561309814,0.5320342779159546,0.722667932510376,0.426171213388443,0.7194022536277771,0.36160457134246826,0.7157753109931946,0.3054022789001465,0.7676876783370972,0.5446391701698303,0.7866474986076355,0.4237644076347351,0.7966413497924805,0.3539074659347534,0.8062307238578796,0.2984572947025299,0.7992916703224182,0.5905885100364685,0.8125298023223877,0.5297045707702637,0.7914198040962219,0.5896303057670593,0.7791019678115845,0.6341999173164368,0.82270747423172,0.652397096157074,0.8292377591133118,0.5902353525161743,0.8083447813987732,0.637406051158905,0.7942119240760803,0.6808075308799744
3,0.7646728754043579,0.8219503164291382,0.7356838583946228,0.7262201309204102,0.7380924224853516,0.6205514073371887,0.7854766249656677,0.5448468327522278,0.8260459303855896,0.5040916204452515,0.7321951389312744,0.5355347394943237,0.724378764629364,0.4289262294769287,0.7201575040817261,0.3636559844017029,0.7153194546699524,0.3074479103088379,0.7704247832298279,0.5458218455314636,0.7880236506462097,0.4237518906593323,0.7979386448860168,0.3524097204208374,0.8056526184082031,0.2963833510875702,0.8020586371421814,0.5887033939361572,0.8150609135627747,0.5339570045471191,0.7953325510025024,0.5905133485794067,0.7824075222015381,0.6337599158287048,0.824922502040863,0.6467397809028625,0.8315221667289734,0.5922964215278625,0.8114334344863892,0.6355630159378052,0.7972261905670166,0.6770898103713989
3,0.7667661309242249,0.81351637840271,0.737616240978241,0.7213037014007568,0.739470362663269,0.6157592535018921,0.7876675128936768,0.5404289364814758,0.8299878239631653,0.500642716884613,0.7350306510925293,0.5306888222694397,0.7274817228317261,0.4238855242729187,0.7231400609016418,0.3589288294315338,0.7177571654319763,0.3028743863105774,0.7733575701713562,0.5416280031204224,0.7911093831062317,0.4191867709159851,0.8012788891792297,0.3469644784927368,0.8094618916511536,0.29022374749183655,0.8045339584350586,0.584410548210144,0.8168256878852844,0.5328062772750854,0.79736328125,0.5918281674385071,0.7852534651756287,0.6356096863746643,0.8271230459213257,0.6420567035675049,0.834378182888031,0.5874873995780945,0.8147984743118286,0.634138286113739,0.8012760281562805,0.6769353747367859
3,0.7673996090888977,0.8067688941955566,0.7381306290626526,0.7146180868148804,0.740215003490448,0.6099917888641357,0.787078320980072,0.5352928638458252,0.8274149298667908,0.4951660931110382,0.7356542348861694,0.5289010405540466,0.7272031307220459,0.4215211272239685,0.722764790058136,0.3555101156234741,0.7181956171989441,0.29919764399528503,0.7729694843292236,0.5385956764221191,0.791650652885437,0.4159691631793976,0.8020450472831726,0.34349679946899414,0.8109719753265381,0.28570857644081116,0.8036928176879883,0.5793816447257996,0.8201684355735779,0.520472526550293,0.7988496422767639,0.5795592069625854,0.7848257422447205,0.6252228021621704,0.8260690569877625,0.6361508965492249,0.8346066474914551,0.5809653401374817,0.814624011516571,0.6255630254745483,0.8004712462425232,0.668128252029419
3,0.7685121297836304,0.79953533411026,0.7389172911643982,0.709399402141571,0.7415308356285095,0.6046767234802246,0.7884852886199951,0.5294401049613953,0.8285346627235413,0.4894360303878784,0.7352543473243713,0.5213989615440369,0.7271470427513123,0.4133169949054718,0.7228332161903381,0.3483735918998718,0.7181078791618347,0.2934868037700653,0.7732857465744019,0.532256007194519,0.7911856770515442,0.40897834300994873,0.8020303845405579,0.3366970419883728,0.8107942938804626,0.2814130485057831,0.8042364120483398,0.5738873481750488,0.8188121914863586,0.5171014070510864,0.7984732985496521,0.5742168426513672,0.7845907807350159,0.6184819340705872,0.8266377449035645,0.6299744844436646,0.8341134786605835,0.5743426084518433,0.8140535354614258,0.6189064383506775,0.7991519570350647,0.6615956425666809
3,0.7691168785095215,0.7894921898841858,0.7393549680709839,0.6957655549049377,0.7413899302482605,0.5930825471878052,0.7878260016441345,0.5189275741577148,0.8271791338920593,0.4802330732345581,0.7361950874328613,0.5133194327354431,0.727261483669281,0.4065989851951599,0.7223994731903076,0.3414793610572815,0.7173095345497131,0.2859185039997101,0.7732071876525879,0.5236078500747681,0.7908778190612793,0.400817334651947,0.8013287782669067,0.3286421597003937,0.8106440901756287,0.2714148163795471,0.8038762211799622,0.5642436146736145,0.8192145228385925,0.5060555338859558,0.798224151134491,0.5656644701957703,0.7845709919929504,0.6113793253898621,0.8264469504356384,0.6202354431152344,0.8351345062255859,0.5637014508247375,0.8152834177017212,0.6074830293655396,0.800783097743988,0.649344801902771
